AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	0	100000	2219.67
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	100000	200000	107.69
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	200000	300000	82.0621
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	300000	400000	87.7988
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	400000	500000	90.5517
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	500000	600000	86.9171
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	600000	700000	143.861
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	700000	800000	88.7637
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	800000	900000	146.682
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	900000	1000000	275.268
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	1000000	1100000	89.4876
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	1100000	1200000	89.0222
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	1200000	1300000	89.5441
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	1300000	1400000	88.6633
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	1400000	1500000	88.5046
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	1500000	1600000	90.3207
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	1600000	1700000	88.5841
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	1700000	1800000	87.223
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	1800000	1900000	85.4416
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	1900000	2000000	436.672
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	2000000	2100000	85.0729
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	2100000	2200000	87.4728
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	2200000	2300000	88.6586
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	2300000	2400000	103.532
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	2400000	2500000	90.7505
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	2500000	2600000	97.1892
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	2600000	2700000	88.7263
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	2700000	2800000	110.703
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	2800000	2900000	90.9604
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	2900000	3000000	137.776
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	3000000	3100000	89.2338
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	3100000	3200000	88.3633
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	3200000	3300000	123.708
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	3300000	3400000	88.7903
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	3400000	3500000	88.5957
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	3500000	3600000	88.7014
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	3600000	3700000	88.9827
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	3700000	3800000	185.639
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	3800000	3900000	118.387
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	3900000	4000000	311.991
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	4000000	4100000	86.4574
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	4100000	4200000	82.5774
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	4200000	4300000	104.692
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	4300000	4400000	674.509
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	4400000	4500000	149.476
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	4500000	4600000	81.8761
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	4600000	4700000	82.1406
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	4700000	4800000	81.6451
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	4800000	4900000	97.6029
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	4900000	5000000	81.6955
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	5000000	5100000	84.4304
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	5100000	5200000	109.105
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	5200000	5300000	112.409
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	5300000	5400000	89.2906
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	5400000	5500000	89.0069
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	5500000	5600000	216.082
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	5600000	5700000	89.1457
AW_365336#REF#ScYP8k369HRSCAF175ch26_RagTag	5700000	5800000	89.7727
