aphWoo1#REF#scaffold_119	578262
aphWoo1#REF#scaffold_120	576769
aphWoo1#REF#scaffold_121	571983
aphWoo1#REF#scaffold_122	570232
aphWoo1#REF#scaffold_123	568106
aphWoo1#REF#scaffold_124	565745
aphWoo1#REF#scaffold_125	562951
aphWoo1#REF#scaffold_126	557616
aphWoo1#REF#scaffold_130	546112
aphWoo1#REF#scaffold_131	540182
aphWoo1#REF#scaffold_132	539301
aphWoo1#REF#scaffold_133	538273
aphWoo1#REF#scaffold_134	537301
aphWoo1#REF#scaffold_135	530119
aphWoo1#REF#scaffold_136	527873
aphWoo1#REF#scaffold_137	526094
aphWoo1#REF#scaffold_138	518925
aphWoo1#REF#scaffold_139	512686
aphWoo1#REF#scaffold_141	505800
aphWoo1#REF#scaffold_142	494349
aphWoo1#REF#scaffold_143	484003
aphWoo1#REF#scaffold_144	482368
aphWoo1#REF#scaffold_145	481402
aphWoo1#REF#scaffold_147	479503
aphWoo1#REF#scaffold_148	477751
aphWoo1#REF#scaffold_149	472665
aphWoo1#REF#scaffold_150	464792
aphWoo1#REF#scaffold_151	457039
aphWoo1#REF#scaffold_152	453821
aphWoo1#REF#scaffold_153	452324
aphWoo1#REF#scaffold_154	451365
aphWoo1#REF#scaffold_155	449853
aphWoo1#REF#scaffold_156	443406
aphWoo1#REF#scaffold_157	435435
aphWoo1#REF#scaffold_158	435417
aphWoo1#REF#scaffold_159	434641
aphWoo1#REF#scaffold_165	424513
aphWoo1#REF#scaffold_166	422000
aphWoo1#REF#scaffold_171	408392
aphWoo1#REF#scaffold_172	406636
aphWoo1#REF#scaffold_173	405000
aphWoo1#REF#scaffold_174	404422
aphWoo1#REF#scaffold_175	402317
aphWoo1#REF#scaffold_176	400646
aphWoo1#REF#scaffold_177	400236
aphWoo1#REF#scaffold_178	396586
aphWoo1#REF#scaffold_179	396578
aphWoo1#REF#scaffold_180	395595
aphWoo1#REF#scaffold_181	393356
aphWoo1#REF#scaffold_182	391950
aphWoo1#REF#scaffold_185	386555
aphWoo1#REF#scaffold_186	383863
aphWoo1#REF#scaffold_188	381000
aphWoo1#REF#scaffold_190	378034
aphWoo1#REF#scaffold_191	375511
aphWoo1#REF#scaffold_192	368830
aphWoo1#REF#scaffold_193	368564
aphWoo1#REF#scaffold_194	359800
aphWoo1#REF#scaffold_195	349346
aphWoo1#REF#scaffold_196	348913
aphWoo1#REF#scaffold_198	344746
aphWoo1#REF#scaffold_199	344543
aphWoo1#REF#scaffold_201	335238
aphWoo1#REF#scaffold_202	331000
aphWoo1#REF#scaffold_204	328733
aphWoo1#REF#scaffold_205	328671
aphWoo1#REF#scaffold_206	327738
aphWoo1#REF#scaffold_207	327502
aphWoo1#REF#scaffold_208	326000
aphWoo1#REF#scaffold_210	323427
aphWoo1#REF#scaffold_211	322195
aphWoo1#REF#scaffold_212	321118
aphWoo1#REF#scaffold_213	320092
aphWoo1#REF#scaffold_214	320000
aphWoo1#REF#scaffold_215	313374
aphWoo1#REF#scaffold_218	308452
aphWoo1#REF#scaffold_220	305330
aphWoo1#REF#scaffold_222	304416
aphWoo1#REF#scaffold_223	302829
aphWoo1#REF#scaffold_224	301293
aphWoo1#REF#scaffold_225	300502
aphWoo1#REF#scaffold_226	300450
aphWoo1#REF#scaffold_227	298256
aphWoo1#REF#scaffold_228	298168
aphWoo1#REF#scaffold_229	297760
aphWoo1#REF#scaffold_230	297711
aphWoo1#REF#scaffold_231	296620
aphWoo1#REF#scaffold_232	295544
aphWoo1#REF#scaffold_233	294151
aphWoo1#REF#scaffold_234	292669
aphWoo1#REF#scaffold_235	292647
aphWoo1#REF#scaffold_236	291930
aphWoo1#REF#scaffold_237	291912
aphWoo1#REF#scaffold_238	291324
aphWoo1#REF#scaffold_239	291290
aphWoo1#REF#scaffold_240	290993
aphWoo1#REF#scaffold_241	290624
aphWoo1#REF#scaffold_242	289677
aphWoo1#REF#scaffold_243	288242
aphWoo1#REF#scaffold_245	283454
aphWoo1#REF#scaffold_246	283450
aphWoo1#REF#scaffold_247	280170
aphWoo1#REF#scaffold_248	276623
aphWoo1#REF#scaffold_249	275542
aphWoo1#REF#scaffold_250	273227
aphWoo1#REF#scaffold_252	269849
aphWoo1#REF#scaffold_253	269651
aphWoo1#REF#scaffold_254	268879
aphWoo1#REF#scaffold_255	264681
aphWoo1#REF#scaffold_256	263712
aphWoo1#REF#scaffold_257	262642
aphWoo1#REF#scaffold_259	256173
aphWoo1#REF#scaffold_260	255529
aphWoo1#REF#scaffold_261	254017
aphWoo1#REF#scaffold_262	253722
aphWoo1#REF#scaffold_263	252968
aphWoo1#REF#scaffold_264	251244
aphWoo1#REF#scaffold_265	251186
aphWoo1#REF#scaffold_266	250377
aphWoo1#REF#scaffold_268	248402
aphWoo1#REF#scaffold_269	247872
aphWoo1#REF#scaffold_270	246915
aphWoo1#REF#scaffold_271	245931
aphWoo1#REF#scaffold_273	242280
aphWoo1#REF#scaffold_274	238715
aphWoo1#REF#scaffold_275	237763
aphWoo1#REF#scaffold_276	235890
aphWoo1#REF#scaffold_277	235889
aphWoo1#REF#scaffold_278	235000
aphWoo1#REF#scaffold_279	233548
aphWoo1#REF#scaffold_280	231846
aphWoo1#REF#scaffold_281	230607
aphWoo1#REF#scaffold_283	228103
aphWoo1#REF#scaffold_284	227209
aphWoo1#REF#scaffold_285	226951
aphWoo1#REF#scaffold_287	226584
aphWoo1#REF#scaffold_288	225074
aphWoo1#REF#scaffold_293	222993
aphWoo1#REF#scaffold_294	221985
aphWoo1#REF#scaffold_295	220240
aphWoo1#REF#scaffold_297	211000
aphWoo1#REF#scaffold_298	210031
aphWoo1#REF#scaffold_299	209111
aphWoo1#REF#scaffold_301	208000
aphWoo1#REF#scaffold_302	207325
aphWoo1#REF#scaffold_303	206494
aphWoo1#REF#scaffold_304	206352
aphWoo1#REF#scaffold_305	205543
aphWoo1#REF#scaffold_306	205000
aphWoo1#REF#scaffold_307	204984
aphWoo1#REF#scaffold_308	202527
aphWoo1#REF#scaffold_309	201575
aphWoo1#REF#scaffold_310	200867
aphWoo1#REF#scaffold_311	200237
aphWoo1#REF#scaffold_312	200227
aphWoo1#REF#scaffold_313	199617
aphWoo1#REF#scaffold_314	198000
aphWoo1#REF#scaffold_315	197969
aphWoo1#REF#scaffold_317	196366
aphWoo1#REF#scaffold_318	195758
aphWoo1#REF#scaffold_319	191264
aphWoo1#REF#scaffold_320	191000
aphWoo1#REF#scaffold_321	190125
aphWoo1#REF#scaffold_322	189955
aphWoo1#REF#scaffold_323	187641
aphWoo1#REF#scaffold_324	187145
aphWoo1#REF#scaffold_326	185055
aphWoo1#REF#scaffold_327	184481
aphWoo1#REF#scaffold_328	183667
aphWoo1#REF#scaffold_329	183373
aphWoo1#REF#scaffold_33	4104000
aphWoo1#REF#scaffold_330	182408
aphWoo1#REF#scaffold_331	182308
aphWoo1#REF#scaffold_332	179465
aphWoo1#REF#scaffold_333	178512
aphWoo1#REF#scaffold_334	177564
aphWoo1#REF#scaffold_335	176377
aphWoo1#REF#scaffold_336	175798
aphWoo1#REF#scaffold_337	175650
aphWoo1#REF#scaffold_338	175619
aphWoo1#REF#scaffold_340	174963
aphWoo1#REF#scaffold_341	174921
aphWoo1#REF#scaffold_342	173822
aphWoo1#REF#scaffold_343	173589
aphWoo1#REF#scaffold_344	172264
aphWoo1#REF#scaffold_345	169705
aphWoo1#REF#scaffold_346	169648
aphWoo1#REF#scaffold_347	169000
aphWoo1#REF#scaffold_348	167813
aphWoo1#REF#scaffold_350	167251
aphWoo1#REF#scaffold_351	167000
aphWoo1#REF#scaffold_352	166979
aphWoo1#REF#scaffold_353	166270
aphWoo1#REF#scaffold_354	166074
aphWoo1#REF#scaffold_356	166000
aphWoo1#REF#scaffold_357	165086
aphWoo1#REF#scaffold_359	160005
aphWoo1#REF#scaffold_360	159291
aphWoo1#REF#scaffold_361	156684
aphWoo1#REF#scaffold_362	156271
aphWoo1#REF#scaffold_363	154536
aphWoo1#REF#scaffold_364	154518
aphWoo1#REF#scaffold_366	153584
aphWoo1#REF#scaffold_367	153198
aphWoo1#REF#scaffold_368	152924
aphWoo1#REF#scaffold_369	152000
aphWoo1#REF#scaffold_370	148769
aphWoo1#REF#scaffold_372	148098
aphWoo1#REF#scaffold_373	147109
aphWoo1#REF#scaffold_374	147000
aphWoo1#REF#scaffold_375	147000
aphWoo1#REF#scaffold_377	146521
aphWoo1#REF#scaffold_378	146289
aphWoo1#REF#scaffold_379	146227
aphWoo1#REF#scaffold_380	146017
aphWoo1#REF#scaffold_381	144984
aphWoo1#REF#scaffold_382	144760
aphWoo1#REF#scaffold_383	144092
aphWoo1#REF#scaffold_384	144000
aphWoo1#REF#scaffold_385	143113
aphWoo1#REF#scaffold_386	142000
aphWoo1#REF#scaffold_387	141879
aphWoo1#REF#scaffold_388	141781
aphWoo1#REF#scaffold_389	141747
aphWoo1#REF#scaffold_390	141730
aphWoo1#REF#scaffold_392	141000
aphWoo1#REF#scaffold_393	140455
aphWoo1#REF#scaffold_395	139678
aphWoo1#REF#scaffold_396	138946
aphWoo1#REF#scaffold_398	136000
aphWoo1#REF#scaffold_399	135923
aphWoo1#REF#scaffold_40	2421000
aphWoo1#REF#scaffold_400	135635
aphWoo1#REF#scaffold_401	135242
aphWoo1#REF#scaffold_402	134025
aphWoo1#REF#scaffold_403	134002
aphWoo1#REF#scaffold_404	132867
aphWoo1#REF#scaffold_409	128700
aphWoo1#REF#scaffold_410	128209
aphWoo1#REF#scaffold_411	127910
aphWoo1#REF#scaffold_412	127546
aphWoo1#REF#scaffold_413	126883
aphWoo1#REF#scaffold_415	126687
aphWoo1#REF#scaffold_416	126000
aphWoo1#REF#scaffold_419	125139
aphWoo1#REF#scaffold_421	124616
aphWoo1#REF#scaffold_422	123795
aphWoo1#REF#scaffold_423	123646
aphWoo1#REF#scaffold_424	123055
aphWoo1#REF#scaffold_425	122006
aphWoo1#REF#scaffold_426	121923
aphWoo1#REF#scaffold_427	121093
aphWoo1#REF#scaffold_428	121067
aphWoo1#REF#scaffold_430	121000
aphWoo1#REF#scaffold_431	120699
aphWoo1#REF#scaffold_432	119731
aphWoo1#REF#scaffold_433	119417
aphWoo1#REF#scaffold_434	117115
aphWoo1#REF#scaffold_438	115186
aphWoo1#REF#scaffold_44	1979644
aphWoo1#REF#scaffold_440	114584
aphWoo1#REF#scaffold_441	114489
aphWoo1#REF#scaffold_442	114296
aphWoo1#REF#scaffold_444	113000
aphWoo1#REF#scaffold_445	112893
aphWoo1#REF#scaffold_446	112803
aphWoo1#REF#scaffold_447	111711
aphWoo1#REF#scaffold_45	1886589
aphWoo1#REF#scaffold_451	110000
aphWoo1#REF#scaffold_452	109386
aphWoo1#REF#scaffold_454	108736
aphWoo1#REF#scaffold_456	106692
aphWoo1#REF#scaffold_457	106511
aphWoo1#REF#scaffold_46	1819085
aphWoo1#REF#scaffold_461	105000
aphWoo1#REF#scaffold_462	104885
aphWoo1#REF#scaffold_464	104234
aphWoo1#REF#scaffold_465	104170
aphWoo1#REF#scaffold_468	103318
aphWoo1#REF#scaffold_469	102916
aphWoo1#REF#scaffold_470	102563
aphWoo1#REF#scaffold_471	101253
aphWoo1#REF#scaffold_472	100800
aphWoo1#REF#scaffold_473	100596
aphWoo1#REF#scaffold_474	100569
aphWoo1#REF#scaffold_475	100515
aphWoo1#REF#scaffold_477	99374
aphWoo1#REF#scaffold_478	99238
aphWoo1#REF#scaffold_479	99000
aphWoo1#REF#scaffold_48	1727111
aphWoo1#REF#scaffold_480	99000
aphWoo1#REF#scaffold_483	97722
aphWoo1#REF#scaffold_485	97193
aphWoo1#REF#scaffold_487	95760
aphWoo1#REF#scaffold_488	93730
aphWoo1#REF#scaffold_489	93178
aphWoo1#REF#scaffold_49	1656100
aphWoo1#REF#scaffold_491	92714
aphWoo1#REF#scaffold_493	92266
aphWoo1#REF#scaffold_494	92157
aphWoo1#REF#scaffold_495	92061
aphWoo1#REF#scaffold_496	92000
aphWoo1#REF#scaffold_497	91545
aphWoo1#REF#scaffold_499	90490
aphWoo1#REF#scaffold_50	1638353
aphWoo1#REF#scaffold_501	90000
aphWoo1#REF#scaffold_503	89423
aphWoo1#REF#scaffold_504	89376
aphWoo1#REF#scaffold_505	89187
aphWoo1#REF#scaffold_506	89154
aphWoo1#REF#scaffold_507	88377
aphWoo1#REF#scaffold_508	88265
aphWoo1#REF#scaffold_510	87748
aphWoo1#REF#scaffold_511	87713
aphWoo1#REF#scaffold_512	87596
aphWoo1#REF#scaffold_513	87295
aphWoo1#REF#scaffold_514	87000
aphWoo1#REF#scaffold_515	86438
aphWoo1#REF#scaffold_516	86290
aphWoo1#REF#scaffold_517	85374
aphWoo1#REF#scaffold_519	84910
aphWoo1#REF#scaffold_521	84177
aphWoo1#REF#scaffold_522	84120
aphWoo1#REF#scaffold_523	83986
aphWoo1#REF#scaffold_525	83762
aphWoo1#REF#scaffold_528	83000
aphWoo1#REF#scaffold_529	83000
aphWoo1#REF#scaffold_53	1551346
aphWoo1#REF#scaffold_531	82950
aphWoo1#REF#scaffold_532	82058
aphWoo1#REF#scaffold_534	80701
aphWoo1#REF#scaffold_535	80441
aphWoo1#REF#scaffold_537	79421
aphWoo1#REF#scaffold_538	79117
