Percentile	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
PREP0311_NMeji15612A_C05v1_365338_l_S35_L003_aligned.sorted	2854813.0	3198522.0	3443102.0	3646628.0	3834665.0	3955094.0	4092543.0	4217904.0	4356320.0	4453551.0	4560186.0	4620750.0	4674141.0	4760168.0	4829442.0	4910957.0	4951216.0	5020171.0	5115605.0	5159354.0	5214503.0	5256414.0	5303899.0	5326249.0	5400761.0	5428827.0	5468517.0	5511949.0	5522952.0	5544807.0	5581188.0	5605745.0	5646198.0	5662412.0	5700880.0	5731042.0	5764281.0	5768741.0	5792013.0	5812832.0	5827431.0	5854671.0	5855837.0	5879596.0	5874179.0	5917329.0	5952766.0	5975449.0	6002405.0	6027455.0	6069560.0	6076048.0	6086661.0	6110821.0	6162246.0	6193446.0	6237903.0	6265609.0	6298133.0	6345688.0	6374198.0	6402820.0	6393172.0	6378401.0	6388033.0	6433132.0	6423760.0	6429537.0	6465122.0	6464352.0	6454300.0	6474928.0	6481061.0	6478818.0	6486984.0	6515948.0	6527382.0	6546747.0	6543949.0	6528591.0	6565004.0	6568698.0	6572184.0	6554751.0	6564772.0	6553748.0	6556917.0	6569342.0	6556239.0	6519643.0	6475531.0	6466526.0	6407673.0	6364225.0	6312251.0	6276478.0	6234342.0	6171002.0	6071055.0	5962022.0
PREP0311_NMeji15612A_C06v1_366498_g_S43_L003_aligned.sorted	4040665.0	4561554.0	4974448.0	5311850.0	5633809.0	5905553.0	6148228.0	6411691.0	6627839.0	6813156.0	6994640.0	7166860.0	7297426.0	7422623.0	7547243.0	7692129.0	7812113.0	7942374.0	8065330.0	8140575.0	8191359.0	8324395.0	8465964.0	8541019.0	8573431.0	8625909.0	8676502.0	8726118.0	8814852.0	8878197.0	8967231.0	9055644.0	9091304.0	9131790.0	9202292.0	9258436.0	9333101.0	9393938.0	9459797.0	9520449.0	9545127.0	9604690.0	9614371.0	9677763.0	9699387.0	9753299.0	9814364.0	9857405.0	9916218.0	9978828.0	10016766.0	10060974.0	10132180.0	10175345.0	10250596.0	10304439.0	10376162.0	10421450.0	10462359.0	10503336.0	10545114.0	10600237.0	10648779.0	10663143.0	10758134.0	10795943.0	10815268.0	10860733.0	10923345.0	10981918.0	10996417.0	11040960.0	11118062.0	11160879.0	11234628.0	11327965.0	11377513.0	11446430.0	11479823.0	11570367.0	11618843.0	11638427.0	11704340.0	11723123.0	11792458.0	11816169.0	11857732.0	11898342.0	11914855.0	11914605.0	11851351.0	11863496.0	11871963.0	11874530.0	11841209.0	11770332.0	11712145.0	11649487.0	11500603.0	11220824.0
PREP0311_NMeji15612A_C07v1_366499_br_S51_L003_aligned.sorted	2408749.0	2715662.0	2946205.0	3131944.0	3309744.0	3461784.0	3589632.0	3745597.0	3878391.0	3980243.0	4102183.0	4207060.0	4296613.0	4386395.0	4477652.0	4588378.0	4680311.0	4760769.0	4861656.0	4943230.0	5009502.0	5092002.0	5149044.0	5208753.0	5261531.0	5323974.0	5363930.0	5431204.0	5477050.0	5533846.0	5595782.0	5647208.0	5680570.0	5721476.0	5780370.0	5833907.0	5885107.0	5909493.0	5916502.0	5976438.0	5996355.0	6048813.0	6082505.0	6138061.0	6172002.0	6233818.0	6296666.0	6327442.0	6387046.0	6447463.0	6504885.0	6545178.0	6592812.0	6637235.0	6689047.0	6738205.0	6777973.0	6839432.0	6898204.0	6935556.0	6976975.0	7005529.0	7052541.0	7059511.0	7142738.0	7189144.0	7217379.0	7263128.0	7321607.0	7348916.0	7377214.0	7440683.0	7516851.0	7551113.0	7617823.0	7703367.0	7742082.0	7803599.0	7848810.0	7944988.0	7997252.0	8046916.0	8114371.0	8139088.0	8184275.0	8245752.0	8293273.0	8326436.0	8357319.0	8418257.0	8432327.0	8482254.0	8495905.0	8528549.0	8536286.0	8564459.0	8636524.0	8587352.0	8571729.0	8434307.0
PREP0311_NMeji15612A_C08v1_365337_e_S59_L003_aligned.sorted	3227694.0	3627833.0	3947261.0	4208297.0	4430074.0	4665025.0	4836464.0	5028075.0	5206058.0	5362423.0	5504885.0	5642949.0	5742502.0	5845613.0	5965096.0	6069398.0	6172624.0	6257322.0	6397234.0	6474741.0	6537246.0	6611395.0	6671116.0	6740748.0	6782116.0	6838436.0	6877328.0	6946417.0	7002465.0	7042419.0	7109909.0	7148651.0	7166588.0	7206557.0	7267318.0	7315899.0	7363593.0	7360470.0	7390104.0	7419372.0	7439721.0	7472401.0	7465456.0	7523727.0	7552199.0	7611551.0	7668774.0	7678595.0	7697658.0	7723707.0	7744565.0	7739668.0	7784871.0	7812095.0	7846220.0	7876852.0	7922498.0	7971706.0	8016244.0	8049954.0	8060523.0	8094408.0	8105136.0	8108453.0	8151305.0	8181558.0	8168466.0	8197788.0	8250036.0	8284748.0	8291655.0	8305716.0	8381729.0	8396561.0	8446650.0	8510171.0	8545924.0	8562625.0	8596041.0	8702932.0	8743461.0	8768591.0	8825147.0	8799592.0	8831945.0	8869035.0	8936166.0	8963128.0	8945319.0	8979699.0	8957339.0	8949749.0	8946666.0	8929976.0	8940346.0	8946896.0	8995163.0	8937809.0	8913963.0	8775085.0
PREP0311_NMeji15612A_D01v1_20952_bl_S4_L003_aligned.sorted	1207152.0	1352142.0	1461773.0	1525163.0	1584617.0	1639498.0	1696758.0	1765108.0	1818332.0	1857206.0	1911659.0	1971268.0	2018729.0	2048441.0	2083134.0	2110390.0	2164631.0	2226456.0	2271469.0	2280008.0	2278189.0	2336350.0	2391110.0	2399701.0	2389837.0	2411984.0	2443239.0	2464754.0	2516511.0	2546297.0	2602055.0	2636366.0	2648400.0	2677968.0	2708874.0	2743217.0	2762692.0	2800336.0	2833591.0	2861364.0	2854953.0	2869696.0	2881123.0	2899129.0	2916966.0	2957135.0	2978039.0	2999200.0	2991038.0	2999458.0	3034302.0	3059424.0	3103351.0	3106458.0	3145245.0	3178834.0	3201817.0	3203189.0	3225059.0	3252231.0	3249869.0	3276608.0	3299194.0	3302878.0	3313399.0	3310205.0	3307132.0	3335936.0	3373671.0	3405410.0	3431277.0	3473596.0	3513865.0	3546644.0	3592887.0	3667936.0	3688707.0	3720873.0	3750848.0	3749324.0	3762821.0	3760747.0	3785471.0	3833310.0	3904315.0	3992007.0	4067690.0	4096375.0	4158370.0	4184226.0	4189982.0	4227377.0	4240590.0	4246257.0	4277943.0	4315093.0	4388587.0	4382663.0	4212302.0	4177467.0
PREP0311_NMeji15612A_D02v1_89780_bl_S12_L003_aligned.sorted	1266038.0	1418291.0	1534896.0	1602951.0	1679612.0	1743907.0	1809413.0	1875353.0	1923548.0	1966599.0	2021181.0	2074123.0	2121558.0	2148847.0	2183974.0	2208026.0	2259945.0	2316456.0	2353629.0	2360875.0	2367049.0	2411164.0	2452179.0	2466094.0	2461887.0	2479430.0	2505233.0	2527011.0	2568102.0	2591111.0	2635251.0	2665812.0	2680313.0	2695607.0	2723511.0	2751777.0	2766510.0	2795662.0	2823426.0	2850724.0	2845643.0	2866345.0	2879030.0	2894959.0	2902284.0	2942280.0	2955244.0	2964871.0	2953619.0	2966983.0	2995094.0	3013521.0	3055343.0	3062524.0	3102687.0	3130608.0	3151114.0	3152053.0	3175649.0	3205674.0	3207257.0	3238203.0	3266697.0	3270919.0	3273039.0	3259874.0	3256826.0	3283633.0	3318301.0	3335682.0	3363681.0	3399176.0	3437749.0	3462388.0	3505161.0	3578529.0	3596179.0	3620078.0	3644307.0	3637012.0	3636526.0	3619612.0	3638989.0	3690792.0	3758322.0	3831889.0	3894964.0	3917116.0	3966435.0	4001506.0	4014211.0	4050238.0	4067590.0	4064881.0	4080314.0	4097344.0	4148593.0	4157437.0	3983546.0	3927351.0
PREP0311_NMeji15612A_D03v1_366488_h_S20_L003_aligned.sorted	2392635.0	2706095.0	2930657.0	3085542.0	3225536.0	3367092.0	3502549.0	3644109.0	3741758.0	3848283.0	3958280.0	4061381.0	4148127.0	4242037.0	4325122.0	4393921.0	4453676.0	4494366.0	4550277.0	4627067.0	4668045.0	4706292.0	4759422.0	4804427.0	4851758.0	4898539.0	4931790.0	4969527.0	5021235.0	5057995.0	5106430.0	5130167.0	5154910.0	5190876.0	5219415.0	5248548.0	5281214.0	5282126.0	5239769.0	5276705.0	5272044.0	5290146.0	5282208.0	5299872.0	5293072.0	5302497.0	5332302.0	5331311.0	5353729.0	5348556.0	5407268.0	5417215.0	5427244.0	5458613.0	5461194.0	5487753.0	5506978.0	5535987.0	5556251.0	5578569.0	5603652.0	5601474.0	5626904.0	5596429.0	5644386.0	5686935.0	5686648.0	5705009.0	5728437.0	5725234.0	5715284.0	5723868.0	5743118.0	5760132.0	5777125.0	5801906.0	5800556.0	5820304.0	5808911.0	5822308.0	5832894.0	5848832.0	5865171.0	5851012.0	5851634.0	5859496.0	5863877.0	5861100.0	5854658.0	5857631.0	5813997.0	5823347.0	5793156.0	5730566.0	5680985.0	5672324.0	5721021.0	5679461.0	5611729.0	5538808.0
PREP0311_NMeji15612A_D04v1_366499_l_S28_L003_aligned.sorted	2633690.0	2935518.0	3164857.0	3354890.0	3542261.0	3675011.0	3798473.0	3922116.0	4044592.0	4118315.0	4221584.0	4296114.0	4351857.0	4426603.0	4484402.0	4559733.0	4606304.0	4674000.0	4769387.0	4813875.0	4873196.0	4913130.0	4957514.0	4974396.0	5052224.0	5083397.0	5121270.0	5167005.0	5176966.0	5221465.0	5264837.0	5295769.0	5335415.0	5353347.0	5398142.0	5436740.0	5466002.0	5473022.0	5490817.0	5517084.0	5545155.0	5582852.0	5600424.0	5629279.0	5631201.0	5664392.0	5703682.0	5743680.0	5779658.0	5793217.0	5844014.0	5865945.0	5882237.0	5913855.0	5962301.0	5988773.0	6047556.0	6081477.0	6123217.0	6176126.0	6203903.0	6243635.0	6254369.0	6237627.0	6256752.0	6307716.0	6309245.0	6323113.0	6361037.0	6371621.0	6372185.0	6415892.0	6434132.0	6444758.0	6465501.0	6497897.0	6519911.0	6552589.0	6559473.0	6560352.0	6607213.0	6626346.0	6654139.0	6656606.0	6677036.0	6674605.0	6691036.0	6716644.0	6715672.0	6707667.0	6678583.0	6695159.0	6656751.0	6611232.0	6574210.0	6539451.0	6492045.0	6421004.0	6314829.0	6227956.0
PREP0311_NMeji15612A_D05v1_365337_l_S36_L003_aligned.sorted	2675559.0	2990238.0	3240471.0	3430274.0	3610417.0	3734047.0	3862310.0	3973428.0	4088526.0	4171800.0	4276569.0	4338156.0	4389855.0	4473865.0	4533780.0	4598780.0	4630493.0	4685225.0	4772973.0	4802591.0	4849416.0	4880031.0	4920098.0	4934963.0	4996490.0	5026512.0	5056418.0	5091744.0	5096994.0	5119873.0	5156415.0	5173529.0	5211447.0	5226434.0	5256556.0	5278653.0	5297185.0	5298876.0	5314162.0	5332136.0	5351791.0	5375619.0	5377498.0	5395817.0	5379933.0	5415612.0	5445408.0	5466779.0	5486298.0	5495395.0	5532960.0	5538048.0	5544907.0	5566548.0	5613096.0	5643474.0	5684279.0	5710405.0	5746660.0	5792328.0	5807311.0	5828531.0	5824592.0	5806335.0	5814089.0	5845042.0	5825421.0	5831096.0	5863824.0	5853033.0	5844257.0	5862613.0	5867043.0	5856252.0	5859030.0	5886311.0	5883676.0	5900789.0	5896974.0	5875821.0	5908966.0	5901531.0	5909545.0	5899553.0	5907756.0	5897907.0	5899107.0	5906192.0	5879760.0	5854692.0	5813426.0	5809689.0	5760857.0	5705419.0	5654874.0	5615653.0	5580364.0	5518495.0	5436321.0	5336925.0
PREP0311_NMeji15612A_D06v1_366493_g_S44_L003_aligned.sorted	3199013.0	3617274.0	3955681.0	4202271.0	4447702.0	4658244.0	4853770.0	5075747.0	5262984.0	5414259.0	5574920.0	5725272.0	5843525.0	5956049.0	6064354.0	6191298.0	6303586.0	6423290.0	6538749.0	6612549.0	6683612.0	6796378.0	6908938.0	6989825.0	7065833.0	7133449.0	7203164.0	7261008.0	7362010.0	7430834.0	7520921.0	7624970.0	7677536.0	7744616.0	7831818.0	7905740.0	7986965.0	8057457.0	8120708.0	8203547.0	8252613.0	8331321.0	8376822.0	8471326.0	8516377.0	8602056.0	8684412.0	8746827.0	8830418.0	8910880.0	8978542.0	9039213.0	9123162.0	9188080.0	9297828.0	9380180.0	9483617.0	9571985.0	9650135.0	9726961.0	9801351.0	9874947.0	9968705.0	10010395.0	10136511.0	10209709.0	10270432.0	10349293.0	10434918.0	10519183.0	10565960.0	10660497.0	10769931.0	10834053.0	10945108.0	11067009.0	11143969.0	11248141.0	11316905.0	11448615.0	11538837.0	11595556.0	11723201.0	11801001.0	11925450.0	12012531.0	12117390.0	12214439.0	12282108.0	12346149.0	12336757.0	12398223.0	12465610.0	12489434.0	12521541.0	12493096.0	12488278.0	12473582.0	12377142.0	12144877.0
PREP0311_NMeji15612A_D07v1_366498_br_S52_L003_aligned.sorted	2073755.0	2321958.0	2520328.0	2674787.0	2827047.0	2974816.0	3078441.0	3216702.0	3351230.0	3433441.0	3528848.0	3621326.0	3699436.0	3754537.0	3831207.0	3911618.0	3993793.0	4049399.0	4124252.0	4166620.0	4215188.0	4271431.0	4308131.0	4358374.0	4395349.0	4446184.0	4469584.0	4524190.0	4574258.0	4617657.0	4660293.0	4689576.0	4703417.0	4735930.0	4772856.0	4816649.0	4862315.0	4886681.0	4898805.0	4942794.0	4974877.0	5006491.0	5024477.0	5065685.0	5083960.0	5128199.0	5167554.0	5189561.0	5215501.0	5252358.0	5282554.0	5314338.0	5349881.0	5391140.0	5420542.0	5454241.0	5480305.0	5530262.0	5562766.0	5583579.0	5614918.0	5640088.0	5668893.0	5675748.0	5726278.0	5747756.0	5748683.0	5777766.0	5811991.0	5839578.0	5847810.0	5891877.0	5928328.0	5958225.0	5995809.0	6056347.0	6095043.0	6141928.0	6176831.0	6251398.0	6281069.0	6313055.0	6357957.0	6356853.0	6405891.0	6448277.0	6475160.0	6492569.0	6516405.0	6580255.0	6620809.0	6637844.0	6634260.0	6644357.0	6661558.0	6673501.0	6725577.0	6680213.0	6687773.0	6590250.0
PREP0311_NMeji15612A_D08v1_365336_e_S60_L003_aligned.sorted	3585336.0	3988502.0	4286837.0	4637776.0	4768096.0	5136058.0	5171638.0	5307740.0	5523200.0	5682255.0	5833467.0	5990690.0	6147692.0	6217107.0	6332337.0	6436523.0	6591998.0	6712458.0	6896366.0	6995728.0	7066867.0	7146273.0	7193100.0	7263864.0	7304223.0	7358431.0	7403496.0	7430732.0	7547515.0	7600930.0	7652709.0	7708559.0	7698653.0	7729560.0	7789001.0	7839215.0	7885170.0	7890360.0	7909014.0	7937207.0	7941233.0	8000052.0	7977241.0	8026364.0	8054352.0	8111394.0	8143851.0	8174890.0	8195465.0	8239541.0	8261844.0	8286898.0	8341050.0	8366290.0	8408252.0	8445444.0	8480129.0	8506361.0	8530993.0	8532927.0	8436836.0	8364483.0	8393832.0	8428924.0	8653452.0	8691209.0	8667244.0	8684740.0	8756520.0	8790245.0	8798424.0	8810137.0	8897771.0	8909373.0	8998729.0	9056601.0	9083299.0	9051810.0	9068676.0	9156251.0	9172075.0	9226392.0	9315507.0	9319806.0	9355196.0	9387164.0	9447595.0	9456908.0	9330026.0	9306746.0	9248272.0	9193160.0	9183698.0	9246771.0	9314886.0	9263111.0	9272650.0	9182600.0	9142279.0	8964533.0
PREP0311_NMeji15612A_E01v1_20934_bl_S5_L003_aligned.sorted	437823.0	498259.0	534269.0	542950.0	547458.0	560601.0	578573.0	599536.0	617742.0	631912.0	653329.0	672118.0	689920.0	690267.0	697049.0	706349.0	725516.0	767170.0	807760.0	809273.0	803765.0	836897.0	847702.0	815287.0	785190.0	770811.0	765881.0	761549.0	772896.0	768580.0	790245.0	805055.0	817348.0	826568.0	835285.0	854792.0	870495.0	894946.0	917400.0	923962.0	907769.0	898222.0	900504.0	896212.0	892315.0	896067.0	900698.0	917990.0	888054.0	876602.0	890382.0	911079.0	944904.0	931174.0	936129.0	948898.0	966077.0	961534.0	955036.0	962450.0	956874.0	959809.0	959520.0	961188.0	961783.0	961973.0	955006.0	951203.0	955783.0	964617.0	972995.0	975061.0	984360.0	983815.0	985552.0	993370.0	993871.0	988546.0	987396.0	993842.0	996492.0	1002559.0	1017596.0	1015573.0	1027858.0	1041051.0	1046808.0	1039462.0	1046619.0	1043739.0	1034366.0	1034188.0	1033644.0	1031652.0	1036810.0	1038955.0	1042100.0	1037607.0	998757.0	974343.0
PREP0311_NMeji15612A_E02v1_10717_bl_S13_L003_aligned.sorted	1140454.0	1269268.0	1362369.0	1406023.0	1457031.0	1502481.0	1550284.0	1608752.0	1656064.0	1696362.0	1742968.0	1788507.0	1838983.0	1864995.0	1888631.0	1911805.0	1951215.0	2003688.0	2039257.0	2043011.0	2036992.0	2078728.0	2119558.0	2127000.0	2111799.0	2120529.0	2144383.0	2162754.0	2212968.0	2232206.0	2275807.0	2311131.0	2317091.0	2337125.0	2372459.0	2401806.0	2417382.0	2439840.0	2482990.0	2504211.0	2482508.0	2486830.0	2490104.0	2485623.0	2490520.0	2511094.0	2519382.0	2529047.0	2499308.0	2486398.0	2513967.0	2530261.0	2567896.0	2556487.0	2581701.0	2612885.0	2634439.0	2625473.0	2647887.0	2671550.0	2668550.0	2697181.0	2716913.0	2715142.0	2714358.0	2704196.0	2707355.0	2727531.0	2755269.0	2773397.0	2794263.0	2836731.0	2869205.0	2892937.0	2929088.0	2984732.0	2997447.0	3007057.0	3028913.0	3027978.0	3026728.0	3018498.0	3037312.0	3075296.0	3129517.0	3188369.0	3238413.0	3253014.0	3298684.0	3337873.0	3342941.0	3385444.0	3393534.0	3398719.0	3416120.0	3436870.0	3495514.0	3492506.0	3370909.0	3322715.0
PREP0311_NMeji15612A_E03v1_366487_h_S21_L003_aligned.sorted	2684711.0	3048984.0	3306302.0	3484435.0	3657796.0	3821164.0	3978260.0	4132615.0	4241029.0	4356503.0	4480020.0	4590100.0	4686718.0	4785326.0	4874256.0	4952589.0	5005203.0	5046678.0	5103792.0	5183344.0	5230069.0	5276233.0	5330075.0	5389833.0	5432793.0	5481051.0	5507807.0	5541038.0	5599209.0	5632614.0	5692536.0	5704734.0	5723553.0	5764300.0	5797314.0	5828685.0	5861453.0	5858764.0	5817471.0	5847790.0	5842460.0	5854835.0	5849549.0	5866879.0	5866905.0	5881783.0	5903373.0	5895516.0	5912335.0	5907778.0	5965467.0	5972789.0	5977509.0	6003864.0	6003209.0	6026466.0	6040130.0	6056253.0	6074494.0	6096434.0	6127699.0	6129518.0	6154802.0	6114430.0	6167717.0	6208249.0	6198346.0	6220259.0	6244141.0	6234829.0	6221197.0	6227141.0	6244070.0	6261526.0	6278028.0	6301797.0	6302143.0	6306592.0	6284424.0	6295988.0	6301729.0	6311153.0	6324090.0	6303472.0	6303846.0	6299903.0	6301392.0	6307258.0	6294640.0	6292915.0	6224846.0	6211573.0	6172364.0	6109518.0	6051081.0	6028258.0	6052804.0	6004788.0	5932593.0	5827504.0
PREP0311_NMeji15612A_E04v1_366498_l_S29_L003_aligned.sorted	1633961.0	1808867.0	1943762.0	2043623.0	2161839.0	2250543.0	2328088.0	2415271.0	2497565.0	2548884.0	2620918.0	2684464.0	2726536.0	2796996.0	2844211.0	2903058.0	2942517.0	3017112.0	3093671.0	3133349.0	3176628.0	3222923.0	3271690.0	3283864.0	3340856.0	3368129.0	3395239.0	3434102.0	3452242.0	3498516.0	3536822.0	3572984.0	3631631.0	3680890.0	3719986.0	3779394.0	3827570.0	3860954.0	3871000.0	3933351.0	3976386.0	4021493.0	4047546.0	4096378.0	4121637.0	4182275.0	4233829.0	4292748.0	4340625.0	4385638.0	4463748.0	4518456.0	4557734.0	4617423.0	4676139.0	4731792.0	4810221.0	4871697.0	4911132.0	4983396.0	5022343.0	5078266.0	5115424.0	5152161.0	5223920.0	5295722.0	5337919.0	5396898.0	5464745.0	5511027.0	5554148.0	5634208.0	5695347.0	5737992.0	5794305.0	5894623.0	5960484.0	6028941.0	6097450.0	6158887.0	6251390.0	6298114.0	6355298.0	6418312.0	6488642.0	6536532.0	6614537.0	6684258.0	6744507.0	6795358.0	6848975.0	6944488.0	6969311.0	6994739.0	7043608.0	7064397.0	7089295.0	7072315.0	7014175.0	6973994.0
PREP0311_NMeji15612A_E05v1_365336_l_S37_L003_aligned.sorted	3021827.0	3364668.0	3622120.0	3836295.0	4039570.0	4189320.0	4316084.0	4439858.0	4590807.0	4679417.0	4802244.0	4876221.0	4942207.0	5040324.0	5112551.0	5208196.0	5255558.0	5335709.0	5444199.0	5478786.0	5536496.0	5574593.0	5626696.0	5642215.0	5724902.0	5756139.0	5794311.0	5830931.0	5852511.0	5882673.0	5920486.0	5953220.0	5998899.0	6026535.0	6071231.0	6101308.0	6131741.0	6124181.0	6144425.0	6164564.0	6182009.0	6216154.0	6217997.0	6230340.0	6219312.0	6257989.0	6292471.0	6327814.0	6357202.0	6367931.0	6417611.0	6423493.0	6432259.0	6456084.0	6519871.0	6545231.0	6593499.0	6617894.0	6656523.0	6708847.0	6710631.0	6727946.0	6720534.0	6701048.0	6720812.0	6754039.0	6726575.0	6728184.0	6757571.0	6749103.0	6732959.0	6736274.0	6752824.0	6753034.0	6751824.0	6777098.0	6781417.0	6788327.0	6775340.0	6757591.0	6782455.0	6776136.0	6773360.0	6750190.0	6761296.0	6744533.0	6758057.0	6769615.0	6717486.0	6672217.0	6619530.0	6616289.0	6550252.0	6504260.0	6454416.0	6411397.0	6353041.0	6289964.0	6198080.0	6086928.0
PREP0311_NMeji15612A_E06v1_366490_g_S45_L003_aligned.sorted	3694457.0	4147705.0	4501819.0	4783601.0	5068829.0	5316507.0	5524909.0	5726038.0	5907304.0	6070465.0	6244925.0	6408255.0	6536223.0	6647315.0	6754202.0	6867060.0	6964305.0	7073469.0	7191195.0	7281794.0	7364322.0	7441610.0	7517821.0	7604830.0	7660952.0	7721197.0	7776771.0	7830770.0	7902832.0	7969931.0	8045045.0	8103135.0	8135875.0	8188371.0	8254878.0	8309251.0	8352621.0	8396575.0	8415206.0	8453744.0	8479430.0	8521751.0	8537041.0	8584341.0	8615610.0	8656913.0	8709773.0	8741341.0	8778428.0	8829352.0	8860884.0	8879975.0	8931448.0	8964969.0	9027151.0	9062120.0	9109467.0	9155348.0	9195200.0	9233484.0	9259672.0	9281170.0	9308156.0	9308622.0	9372177.0	9403454.0	9382445.0	9395734.0	9435117.0	9438788.0	9437573.0	9465083.0	9518875.0	9533474.0	9567207.0	9649445.0	9663313.0	9694151.0	9674014.0	9721215.0	9724436.0	9723913.0	9763946.0	9747188.0	9770098.0	9778354.0	9791281.0	9783758.0	9775954.0	9751082.0	9670892.0	9631758.0	9600193.0	9553233.0	9493620.0	9411763.0	9322257.0	9164872.0	9000756.0	8708439.0
PREP0311_NMeji15612A_E07v1_366494_br_S53_L003_aligned.sorted	2731152.0	3080829.0	3365861.0	3602378.0	3819073.0	4021916.0	4158947.0	4339372.0	4499966.0	4606314.0	4724945.0	4847937.0	4937763.0	5004313.0	5099873.0	5193926.0	5299771.0	5363194.0	5463243.0	5525690.0	5581522.0	5651791.0	5686164.0	5734366.0	5779284.0	5835582.0	5861888.0	5945240.0	5998403.0	6044114.0	6082707.0	6108978.0	6112206.0	6154175.0	6198145.0	6241957.0	6297660.0	6316610.0	6317058.0	6347771.0	6369840.0	6394864.0	6409781.0	6442589.0	6462118.0	6494431.0	6531939.0	6539937.0	6554080.0	6575061.0	6604758.0	6612530.0	6640342.0	6664100.0	6678583.0	6712491.0	6735382.0	6787650.0	6819652.0	6827658.0	6853089.0	6869168.0	6895658.0	6893091.0	6940918.0	6931967.0	6888967.0	6896169.0	6926444.0	6942568.0	6930021.0	6954885.0	6985499.0	6976067.0	7000321.0	7033318.0	7043119.0	7058248.0	7063093.0	7112327.0	7134138.0	7144488.0	7161259.0	7136988.0	7171586.0	7190195.0	7185392.0	7180120.0	7180158.0	7223763.0	7242043.0	7218870.0	7168341.0	7137996.0	7127663.0	7128956.0	7157873.0	7061068.0	7040277.0	6890408.0
PREP0311_NMeji15612A_E08v1_365335_e_S61_L003_aligned.sorted	3399540.0	3740726.0	3910231.0	4190753.0	4227995.0	4525475.0	4495494.0	4622773.0	4816257.0	4942475.0	5089708.0	5215220.0	5335541.0	5389134.0	5483600.0	5582166.0	5734564.0	5849608.0	6042048.0	6142515.0	6199005.0	6262932.0	6304439.0	6358102.0	6397659.0	6441229.0	6476598.0	6473789.0	6575573.0	6651781.0	6680953.0	6742303.0	6741311.0	6769942.0	6818421.0	6862917.0	6911099.0	6910926.0	6912452.0	6941911.0	6929693.0	7000533.0	6993546.0	7047449.0	7075980.0	7118097.0	7141016.0	7148655.0	7172046.0	7206533.0	7232136.0	7251687.0	7286258.0	7319795.0	7339778.0	7367641.0	7392700.0	7413813.0	7435829.0	7432325.0	7308483.0	7211005.0	7231176.0	7258092.0	7498942.0	7521966.0	7487013.0	7486781.0	7556121.0	7560638.0	7576350.0	7588038.0	7678844.0	7709088.0	7784701.0	7840800.0	7874743.0	7879783.0	7915461.0	7985788.0	7997068.0	8028361.0	8063707.0	8054062.0	8068772.0	8093609.0	8121010.0	8130431.0	7977680.0	7950908.0	7904165.0	7838593.0	7799507.0	7840206.0	7911353.0	7858370.0	7839366.0	7733943.0	7679102.0	7525892.0
PREP0311_NMeji15612A_F01v1_20970_bl_S6_L003_aligned.sorted	1273828.0	1428279.0	1532648.0	1594709.0	1661723.0	1712351.0	1771560.0	1838014.0	1894954.0	1931014.0	1982639.0	2037664.0	2084688.0	2111764.0	2150066.0	2172528.0	2220015.0	2282276.0	2332573.0	2334123.0	2331453.0	2397674.0	2433622.0	2421378.0	2398041.0	2408635.0	2423266.0	2439347.0	2470491.0	2491464.0	2518948.0	2553048.0	2566890.0	2580404.0	2604182.0	2631132.0	2643164.0	2669149.0	2704066.0	2727543.0	2707860.0	2708420.0	2715180.0	2711005.0	2710128.0	2732786.0	2749131.0	2755404.0	2727715.0	2723897.0	2752619.0	2766090.0	2804010.0	2806454.0	2831632.0	2858633.0	2874334.0	2869413.0	2886745.0	2908064.0	2900930.0	2919224.0	2934491.0	2931454.0	2933970.0	2928693.0	2924745.0	2932768.0	2953197.0	2962277.0	2976692.0	3005344.0	3026384.0	3038444.0	3057975.0	3097133.0	3094174.0	3104899.0	3115671.0	3100709.0	3094715.0	3074667.0	3093830.0	3117139.0	3153845.0	3190332.0	3220051.0	3221305.0	3251251.0	3269884.0	3268588.0	3291743.0	3292717.0	3278472.0	3280104.0	3265954.0	3283358.0	3265142.0	3133870.0	3078484.0
