chrom_communities/allbird_community.10.fa.fai 	 AC_1603_72852#hap1 	 70214758
chrom_communities/allbird_community.10.fa.fai 	 AC_1873_10702#hap2 	 63063907
chrom_communities/allbird_community.10.fa.fai 	 AC_1873_10752#hap2 	 63514028
chrom_communities/allbird_community.10.fa.fai 	 AC_1873_10831#hap1 	 65831830
chrom_communities/allbird_community.10.fa.fai 	 AC_1873_10831#hap2 	 73739758
chrom_communities/allbird_community.10.fa.fai 	 AC_1873_20908#hap2 	 77316227
chrom_communities/allbird_community.10.fa.fai 	 AC_1873_20930#hap1 	 62938771
chrom_communities/allbird_community.10.fa.fai 	 AC_1873_20930#hap2 	 69231608
chrom_communities/allbird_community.10.fa.fai 	 AC_1873_20934#hap1 	 60834243
chrom_communities/allbird_community.10.fa.fai 	 AC_1873_20934#hap2 	 75017263
chrom_communities/allbird_community.10.fa.fai 	 AC_1873_20970#hap1 	 70013593
chrom_communities/allbird_community.10.fa.fai 	 AW_366499#hap2 	 72539226
chrom_communities/allbird_community.10.fa.fai 	 AC_1713_89780#hap1 	 81620663
chrom_communities/allbird_community.10.fa.fai 	 AC_1873_10717#hap1 	 70879220
chrom_communities/allbird_community.10.fa.fai 	 AC_1873_10752#hap1 	 75099658
chrom_communities/allbird_community.10.fa.fai 	 AC_1873_20946#hap1 	 68201783
chrom_communities/allbird_community.10.fa.fai 	 AC_1873_20946#hap2 	 65382830
chrom_communities/allbird_community.10.fa.fai 	 AW_366498#hap2 	 82406418
chrom_communities/allbird_community.10.fa.fai 	 AC_1603_72872#hap1 	 77612093
chrom_communities/allbird_community.10.fa.fai 	 AC_1713_89780#hap2 	 58921130
chrom_communities/allbird_community.10.fa.fai 	 AC_1873_10093#hap2 	 67201251
chrom_communities/allbird_community.10.fa.fai 	 AC_1873_20954#hap1 	 68234949
chrom_communities/allbird_community.10.fa.fai 	 AC_1873_20954#hap2 	 68974094
chrom_communities/allbird_community.10.fa.fai 	 AC_1873_10093#hap1 	 76246021
chrom_communities/allbird_community.10.fa.fai 	 AC_1873_10702#hap1 	 72065028
chrom_communities/allbird_community.10.fa.fai 	 AC_1873_10717#hap2 	 70235855
chrom_communities/allbird_community.10.fa.fai 	 AC_1873_20970#hap2 	 78233205
chrom_communities/allbird_community.10.fa.fai 	 AW_366487#hap1 	 75420232
chrom_communities/allbird_community.10.fa.fai 	 AC_1873_20908#hap1 	 70055242
chrom_communities/allbird_community.10.fa.fai 	 AC_1603_72852#hap2 	 63725955
chrom_communities/allbird_community.10.fa.fai 	 AC_1603_72872#hap2 	 73019506
chrom_communities/allbird_community.10.fa.fai 	 AW_365326#hap2 	 68540700
chrom_communities/allbird_community.10.fa.fai 	 AW_365337#hap1 	 68651642
